iter	RMSE
439	2.938792826
440	2.920428951
441	2.906540005
442	2.886307601
443	2.872667997
444	2.859178769
445	2.841660697
446	2.821994135
447	2.808894811
448	2.795940318
449	2.776701979
450	2.759966406
451	2.747387094
452	2.728061787
453	2.713646693
454	2.695108284
455	2.68304277
456	2.670963814
457	2.659080137
458	2.647201021
459	2.629245195
460	2.617631277
461	2.606129005
462	2.594589693
463	2.574503105
464	2.563256826
465	2.546764063
466	2.53560766
467	2.518560442
468	2.507662098
469	2.496869175
470	2.486029087
471	2.469135532
472	2.45687629
473	2.446420347
474	2.429905965
475	2.419458394
476	2.407566908
477	2.397819313
478	2.379234406
479	2.360873271
480	2.345045467
481	2.33360934
482	2.322302618
483	2.304398513
484	2.294624278
485	2.276993012
486	2.267404711
487	2.250050209
488	2.235071453
489	2.224329296
490	2.215120901
491	2.206351121
492	2.189430773
493	2.175202827
494	2.164875222
495	2.154664843
496	2.138226783
497	2.129352279
498	2.114157771
499	2.105547097
500	2.097338076
501	2.081440726
502	2.06778824
503	2.058146522
504	2.049723208
505	2.0351968
506	2.025777108
507	2.014438388
508	2.000230594
509	1.99212319
510	1.982977697
511	1.970022318
512	1.95665213
513	1.946156022
514	1.932416563
515	1.921711741
516	1.907660711
517	1.899000065
518	1.886273156
519	1.876257921
520	1.862577438
521	1.850579465
522	1.840801951
523	1.827424027
524	1.815356959
525	1.805840858
526	1.792391162
527	1.780942864
528	1.773614555
529	1.759756782
530	1.747037312
531	1.739897688
532	1.727375751
533	1.716125366
534	1.709175395
535	1.69589592
536	1.68376574
537	1.67699504
538	1.665052748
539	1.654303071
540	1.641538085
541	1.634980285
542	1.623401986
543	1.612326703
544	1.605935977
545	1.594612704
546	1.587189969
547	1.576557711
548	1.564512905
549	1.553590559
550	1.547521306
551	1.537258719
552	1.526602619
553	1.520690857
554	1.510084676
555	1.499605436
556	1.493844732
557	1.483526886
558	1.473936361
559	1.467535349
560	1.456513365
561	1.447153269
562	1.441671564
563	1.432241156
564	1.421545568
565	1.412450391
566	1.40642096
567	1.395971384
568	1.387263172
569	1.382102408
570	1.373107923
571	1.363597932
572	1.357600309
573	1.348245555
574	1.343984654
575	1.334772884
576	1.329926693
577	1.320855995
578	1.312001981
579	1.303665684
580	1.298295916
581	1.289486759
582	1.283981185
583	1.274294216
584	1.265259278
585	1.260259044
586	1.251749358
587	1.242357062
588	1.233602237
589	1.228662449
590	1.220568115
591	1.212867515
592	1.204715607
593	1.201278512
594	1.195865835
595	1.186925573
596	1.178605365
597	1.173846069
598	1.167837996
599	1.159680187
600	1.151080184
601	1.145223468
602	1.137275281
603	1.130870265
604	1.12253484
605	1.11582215
606	1.112647671
607	1.105416361
608	1.102299658
609	1.099215506
610	1.092143565
611	1.088234907
612	1.081309577
613	1.078331949
614	1.075385647
615	1.069326188
616	1.063344099
617	1.057438542
618	1.051608681
619	1.044855395
620	1.038205565
621	1.032077435
622	1.025556717
623	1.022762892
624	1.018985159
625	1.01262108
626	1.009900999
627	1.00720964
628	1.000856142
629	0.9952355186
630	0.9916309643
631	0.9854426741
632	0.9793490491
633	0.9739157802
634	0.9704191807
635	0.9627498278
636	0.9593452637
637	0.9534554499
638	0.9476558681
639	0.9424440622
640	0.9391413585
641	0.933493207
642	0.9279317254
643	0.9224225649
644	0.9192204255
645	0.9160759295
646	0.9106743455
647	0.9053557962
648	0.899951909
649	0.892830787
650	0.8905213375
651	0.8882364158
652	0.8830926322
653	0.8778298899
654	0.8748733238
655	0.867993018
656	0.8657814119
657	0.8635933671
658	0.8586559726
659	0.8536047174
660	0.8514645792
661	0.8448173673
662	0.8427081418
663	0.8394199237
664	0.8344667937
665	0.8314509994
666	0.8267660174
667	0.8219642562
668	0.8155781041
669	0.8125601673
670	0.8080433726
671	0.8033707174
672	0.8004323342
673	0.7958450164
674	0.7910603438
675	0.7881918128
676	0.7837165078
677	0.7809034528
678	0.7748737441
679	0.7721203446
680	0.7688978072
681	0.7645519113
682	0.760020591
683	0.7573621779
684	0.753023306
685	0.7499534216
686	0.7459018269
687	0.741675111
688	0.7387494122
689	0.7360532955
690	0.7315983454
691	0.7291515305
692	0.7250298886
693	0.722423537
694	0.7199665889
695	0.7171730423
696	0.7132405404
697	0.7093784403
698	0.7066626749
699	0.704172386
700	0.7002328672
701	0.6977924782
702	0.6955298138
703	0.6913852143
704	0.6868613576
705	0.6845159762
706	0.680100504
707	0.6778163798
708	0.6735068697
709	0.671282517
710	0.6670765914
711	0.6629518248
712	0.6600650744
713	0.657234465
714	0.6552266203
715	0.6512595637
716	0.648521718
717	0.6464898312
718	0.6432514774
719	0.6413219011
720	0.6394277297
721	0.6373973752
722	0.6356600204
723	0.6320853615
724	0.6300904792
725	0.628396184
726	0.6266026144
727	0.6246546059
728	0.6213383601
729	0.6195810936
730	0.6176934179
731	0.615796636
732	0.6141989632
733	0.6118362103
734	0.6099789579
735	0.6083117072
736	0.6064877541
737	0.6041640618
738	0.6023668911
739	0.6000718516
740	0.5971127474
741	0.5955120522
742	0.5940122099
743	0.5925318968
744	0.5902892392
745	0.5874057232
746	0.5845725179
747	0.5832491625
748	0.5819414755
749	0.5804378466
750	0.5776695403
751	0.5763926505
752	0.5743296078
753	0.5716945756
754	0.5699763083
755	0.5687272561
756	0.5674930604
757	0.565465519
758	0.5627992041
759	0.5615850805
760	0.5589703857
761	0.5577759325
762	0.5565056919
763	0.5548187151
764	0.5528336869
765	0.5503548939
766	0.548399202
767	0.546795233
768	0.5457775707
769	0.5438401256
770	0.5413307277
771	0.5401965068
772	0.5382857346
773	0.5367235442
774	0.5356083386
775	0.5338089834
776	0.5319260497
777	0.5294927243
778	0.5271744906
779	0.5260866149
780	0.5242335301
781	0.5227287017
782	0.5215847925
783	0.5197550155
784	0.5174110703
785	0.5157600676
786	0.5147069632
787	0.5135986833
788	0.5117946871
789	0.5101738294
790	0.5087064013
791	0.5069281413
792	0.5047505476
793	0.5029984146
794	0.5007624391
795	0.4994061503
796	0.497969451
797	0.4962454525
798	0.4940601483
799	0.49186446
800	0.4908656145
801	0.4898789373
802	0.4889156842
803	0.4872236652
804	0.4857136938
805	0.4847697995
806	0.4830945929
807	0.480627902
808	0.4791526148
809	0.4774970304
810	0.4750780929
811	0.4736583379
812	0.4722109052
813	0.4713055346
814	0.4698976032
815	0.4675330548
816	0.4661198343
817	0.4647249554
818	0.4638450301
819	0.4615328444
820	0.4601534015
821	0.4578768912
822	0.4565132063
823	0.4551344341
824	0.4537824658
825	0.4529514443
826	0.4507236522
827	0.4493876674
828	0.4480389908
829	0.4466439428
830	0.4458348842
831	0.4436562527
832	0.4423453572
833	0.4402009725
834	0.4388392928
835	0.4380474629
836	0.4359474933
837	0.4346041727
838	0.4325484486
839	0.4312232582
840	0.4299229709
841	0.4286088616
842	0.4278288341
843	0.4260841085
844	0.4253165531
845	0.4235973003
846	0.4223571615
847	0.4216049428
848	0.4200313298
849	0.4187495869
850	0.4180062034
851	0.4163259812
852	0.4155959779
853	0.4139402128
854	0.4123567836
855	0.4116221312
856	0.4096693304
857	0.408107523
858	0.407385226
859	0.4055289923
860	0.4033415621
861	0.401199004
862	0.40037164
863	0.3988469932
864	0.397914801
865	0.3969967815
866	0.3951237401
867	0.3936183821
868	0.3927201602
869	0.3914351039
870	0.3907643824
871	0.3889478351
872	0.3874614633
873	0.3866488097
874	0.3849375652
875	0.3829640335
876	0.3815567282
877	0.3796237832
878	0.3789779674
879	0.3773079532
880	0.3766740605
881	0.375249068
882	0.3746207397
883	0.3730593421
884	0.3724425972
885	0.3710761191
886	0.3704031892
887	0.3684167825
888	0.3678161889
889	0.3670171988
890	0.3656309851
891	0.3650414694
892	0.36425894
893	0.3636190823
894	0.3622457264
895	0.3600466182
896	0.3594165627
897	0.3577487031
898	0.3570101599
899	0.3563965335
900	0.3550468727
901	0.353179641
902	0.3526328493
903	0.3520921687
904	0.3513681914
905	0.3500379575
906	0.3494487104
907	0.347618172
908	0.3470954389
909	0.3463938691
910	0.3452871438
911	0.344665279
912	0.3433527443
913	0.3428473409
914	0.3410807974
915	0.3405837783
916	0.3395042578
917	0.338904837
918	0.3378415032
919	0.337252864
920	0.3359586477
921	0.3349124849
922	0.333210351
923	0.3321658337
924	0.3316951666
925	0.3306724612
926	0.3292128916
927	0.3287514746
928	0.3281954077
929	0.3271947913
930	0.3259283343
931	0.3253804263
932	0.3241278262
933	0.3233657302
934	0.3223726871
935	0.3216257191
936	0.3203654753
937	0.3198752579
938	0.318911032
939	0.3179492671
940	0.3170090929
941	0.316287748
942	0.3158114507
943	0.3145834464
944	0.3132142423
945	0.3125112756
946	0.3120432513
947	0.3115805316
948	0.3102632139
949	0.3089363105
950	0.3076615443
951	0.3064208117
952	0.3051791081
953	0.3042232847
954	0.3029716137
955	0.30201453
956	0.3003792517
957	0.2997248128
958	0.2981976283
959	0.2975563169
960	0.2962547542
961	0.2956276197
962	0.2943499772
963	0.2932753232
964	0.2926621642
965	0.2914089367
966	0.2903463055
967	0.2897467548
968	0.2885174276
969	0.2874665929
970	0.2868802944
971	0.2859515606
972	0.2850410098
973	0.2844661367
974	0.2830468095
975	0.2823085349
976	0.281581227
977	0.2810248421
978	0.2804190774
979	0.279880011
980	0.2793627122
981	0.2788330887
982	0.2778456276
983	0.276972177
984	0.2760023914
985	0.2743321609
986	0.2726979104
987	0.2723199021
988	0.2714487957
989	0.2707604486
990	0.2703890342
991	0.2695334404
992	0.2688599361
993	0.2683023519
994	0.2678448042
995	0.2672970112
996	0.2668452892
997	0.2664868892
998	0.2650369952
999	0.2645933865
